4000
Unfashionable Rise,7/3/1982,6.668,7,927 1092 1707 1223 241 1756 685
Note And The Risk,18/7/1998,6.093,5,926 206 338 268 788
Lighthearted Solution,13/4/2000,6.340,2,1967 196
The Ability,22/7/1970,6.393,9,47 12 46 1162 1373 1421 467 557 1349
Inspector And The Juice,2/9/1975,8.604,12,1985 792 460 1942 1537 1603 218 1012 925 73 1892 1160
Garbage And The Pollution,23/9/1973,4.865,2,1276 544
Diamond And The Campaign,9/5/2001,7.059,7,705 154 324 1509 600 479 391
Dress And The Ticket,10/8/1991,6.252,7,819 99 1343 981 163 1861 1067
Local And The Usual,15/10/2013,4.390,2,1365 447
Frisky Leg,29/8/2005,5.313,10,323 133 1457 1529 1417 623 281 1756 946 1712
Spell And The Base,30/7/1993,5.646,10,306 698 230 123 1215 667 1714 763 1617 474
The Budget,23/8/1980,6.220,14,415 1187 1216 509 149 1519 578 1992 998 494 991 107 1246 1218
Manage The Raise,25/11/1975,3.290,11,1574 1853 1904 317 1748 730 347 1210 1652 945 1223
Eliminate The Presentation,1/7/1979,5.821,2,1363 641
Disloyal Unit,29/6/2009,6.803,8,1203 1010 702 0 712 1195 47 1719
Abysmal Spite,30/10/1985,6.776,13,418 82 223 366 556 802 1050 1414 886 1644 1626 1501 95
Chase The Official,18/10/1991,3.906,8,1257 931 998 839 587 1287 602 426
Diseased Extreme,2/3/1991,7.624,13,1413 830 1175 63 304 1542 1828 1347 216 1888 288 138 753
Perception And The Contact,30/11/2014,8.661,13,678 343 854 639 1603 558 1660 785 740 1560 1541 243 74
Pizza And The Save,1/6/2016,6.508,9,1211 1900 1149 670 1663 1857 1067 1589 1824
Please The Parking,4/10/1987,3.528,7,1830 996 104 224 126 1314 1180
Supermarket And The Psychology,29/7/1988,5.491,7,988 931 823 975 1840 803 1064
Glorious Attack,4/4/2001,3.902,4,1308 1125 96 943
The Passenger,25/8/2008,5.302,6,1094 997 929 328 739 1185
The Jump,18/10/1976,7.447,14,1115 550 1028 1256 254 1975 830 1169 36 105 1147 1632 289 1070
The Adult,26/2/1976,3.804,6,1818 750 409 1813 856 1776
Incontrovertible Glad,20/8/1979,7.507,14,1687 500 241 781 725 803 1106 939 63 511 39 1595 1096 1316
Slight Series,13/8/1999,5.144,11,682 1689 1883 437 899 1424 1368 1031 1639 1036 1132
The Machine,2/9/1971,5.901,3,517 880 1669
Acid Tell,7/5/1987,1.978,14,1643 14 1359 1005 1468 20 818 781 140 524 1983 1542 1298 25
The Republic,20/9/2009,5.833,7,1920 1347 705 1344 1386 1786 677
Pose The Economics,5/12/2001,4.696,5,447 1255 1043 104 1186
Convert The Judgment,17/7/2009,5.838,15,1042 1486 56 1328 1973 1436 900 100 22 393 234 1072 816 1799 239
Unsparing Possible,23/3/2016,9.303,16,1919 543 1594 1881 745 1694 1393 148 1928 1594 1319 1572 1201 605 1820 1352
Fold And The Upstairs,8/1/1990,5.969,6,216 1937 1045 973 1483 831
The Emphasis,10/7/2004,2.119,8,1377 1244 887 1816 302 397 633 267
Active And The Problem,2/5/1970,6.235,2,1335 1744
Magnanimous Life,27/3/1971,7.770,5,937 680 1766 571 846
Wrap The Drop,10/5/1999,4.866,16,1665 1189 1482 1787 1146 88 609 43 26 1003 25 1914 1014 883 41 1538
The Option,9/4/2017,8.450,2,26 1192
Chip And The Salad,21/10/1986,4.448,13,907 849 1608 601 1895 1050 1306 1875 1980 1457 181 1953 965
Dark And The Conclusion,30/1/2008,4.619,15,1022 988 1026 750 415 1005 1653 1320 1434 1200 1916 925 731 611 1025
Spread The Meat,16/11/1993,4.311,3,1249 136 1707
Return The Move,22/9/1985,3.907,16,267 811 550 1757 1107 213 1313 1010 1313 1280 1198 422 292 1628 327 399
Security And The Coat,16/12/2014,3.472,12,1147 413 1027 1998 1513 1481 723 482 365 326 1968 1933
Compare The Coach,12/9/1988,6.383,6,269 239 1010 1537 1662 357
Version And The Human,14/8/1979,5.288,14,1133 1089 1533 1133 1987 1967 1664 397 1116 1497 890 764 1622 1751
Money And The Pack,2/10/2005,7.085,12,1788 1397 846 104 285 417 1374 703 1568 876 81 1146
Research And The Experience,11/12/2001,2.845,15,588 1968 376 774 236 1545 1606 625 1000 1293 1086 200 1157 1680 857
Confuse The Hire,16/4/1970,7.526,11,1902 1385 1939 1265 1926 727 354 315 1791 511 724
Church And The Pie,18/9/2002,9.845,13,1283 1880 536 587 1768 277 1894 566 252 1817 612 850 1850
The Intention,2/5/1987,6.335,16,963 650 1781 689 1173 789 1908 1070 1615 847 1628 1718 1703 551 1441 881
Insignificant Worth,23/5/2008,8.408,8,1896 514 628 1455 1559 1574 533 1
Unadulterated Price,19/7/1987,4.879,2,966 311
Disjointed Tourist,8/2/1974,6.677,12,1188 590 260 221 1922 1584 1903 267 1838 424 517 1822
Swing And The Imagination,25/4/1981,6.288,2,1243 1701
Imply The Mix,9/2/1991,7.467,10,786 356 658 109 1502 1665 289 1338 453 560
Representative And The Poem,15/12/1996,6.729,2,741 1454
Qualify The Calendar,19/12/1988,8.506,3,993 808 974
Unsatisfactory Quarter,24/11/1999,3.816,11,1061 1285 957 1518 1518 67 1267 1239 1116 367 1125
Accumulate The Society,22/7/1980,5.295,9,1084 1852 1886 1188 1901 114 1863 1819 1619
Ruined Measurement,2/8/2010,7.540,16,124 1113 647 1018 1785 1367 491 1763 1921 822 652 446 344 1016 1822 797
Stinging Dump,26/5/1982,3.920,12,777 835 408 637 4 828 390 1395 1709 107 1134 449
Outline The Zone,12/3/2017,4.242,9,1039 802 1527 1711 494 28 48 1701 1863
Fun-loving Effect,19/10/1973,7.265,11,130 541 1614 244 1812 1915 930 315 1137 395 1549
Unequaled Mention,23/4/2002,3.230,15,89 1725 22 1946 1586 1085 1607 728 468 1890 1925 1866 975 1391 1080
Offset The Bitter,23/4/1972,7.798,8,829 961 584 732 725 845 972 538
Mud And The Pain,26/5/2016,4.852,14,961 1933 180 1243 1906 179 1344 301 331 1453 469 452 35 1985
The Natural,1/3/2005,6.714,12,1051 1806 550 776 1553 646 1556 1239 1687 480 519 1355
The Series,4/9/2005,8.782,10,221 1826 65 1418 1219 128 109 1014 298 145
Facilitate The Emergency,20/9/1987,5.893,16,1356 1504 267 674 1717 808 1803 1487 582 440 749 1264 1297 1911 312 983
The Importance,25/2/2012,5.103,16,1000 320 1333 911 402 177 317 659 452 1367 1852 1059 1118 380 579 554
Subscribe The Candle,16/10/1977,4.246,11,1049 1579 1283 1350 1900 1661 589 1458 665 1062 1654
Establish The Dish,9/3/2013,2.342,9,1425 1767 512 420 1996 426 719 740 1242
Collaborative Slice,5/3/2005,4.763,16,428 1276 1472 1468 1245 1673 1721 1853 214 331 1279 716 1110 294 272 575
Join The Kid,23/7/1990,5.700,3,1456 1348 212
Apply The Laugh,26/1/2001,5.655,2,521 1096
Trying Gather,29/12/1981,7.697,6,1873 36 921 1563 785 1550
Noise And The Anywhere,22/4/2008,5.039,8,113 1163 1826 746 120 174 278 526
Season And The Menu,19/2/2006,8.122,11,843 639 400 885 542 1209 1447 15 719 693 1103
Channel And The Assignment,11/3/1979,2.103,3,872 297 292
Bake And The Family,29/7/1977,7.075,15,608 1702 1632 144 887 1133 1879 675 55 1494 948 1818 1033 37 1703
Pay The Benefit,14/9/2005,5.758,12,691 1319 1411 723 157 353 1768 1688 986 130 1491 1380
Snooty Importance,3/2/1991,4.949,6,702 1946 1839 688 720 736
Stinky Relation,20/2/2008,4.617,7,77 447 1770 928 1001 992 1444
Scratch And The Novel,30/10/1996,5.125,7,1766 1221 678 1465 1069 1675 1140
Uninhabitable Discipline,28/8/1994,6.573,12,421 280 1880 671 712 32 373 1564 370 1810 1200 1066
Allocate The Might,15/12/1973,8.601,12,1336 1309 1332 908 603 696 1941 1473 864 185 684 429
Overconfident Heart,27/5/1980,6.144,6,64 1863 1452 1966 1173 697
Utilitarian Chip,16/7/2006,2.128,16,1213 892 346 914 214 310 786 726 1119 549 1983 877 1597 179 839 294
The Depression,25/11/1975,8.193,3,1531 1214 833
The Hospital,9/11/1993,5.110,14,1262 402 55 1051 1931 953 1916 579 31 1353 788 1184 1840 1799
The Child,29/1/1989,4.486,11,1354 1977 524 356 1895 506 984 1005 1813 372 1936
Involve The Dad,6/4/1996,9.552,14,491 77 1690 838 1144 222 1945 531 1200 1076 137 944 506 1356
Meat And The Choice,7/11/1974,4.853,10,1327 126 764 577 905 168 1064 1681 1909 588
The Escape,23/3/1990,5.814,5,1862 784 1182 1507 572
Judge And The Paper,18/9/1999,0.741,15,668 483 1262 1463 1067 1492 108 1244 64 965 261 375 410 1803 1358
Structure And The Insect,20/12/2016,6.312,6,1453 91 205 824 1522 291
Winter And The Delivery,7/4/1971,7.525,8,212 102 299 1139 288 1160 1145 1289
Subliminal Royal,6/12/1978,6.474,4,1131 731 1438 208
Bowl And The Curve,18/11/2017,5.977,15,499 700 1941 669 187 228 1003 1662 1919 835 1652 102 250 1988 1530
Character And The Habit,27/7/2004,7.746,6,736 893 1878 843 191 1352
The Repair,26/3/1977,5.192,15,627 322 66 791 395 1830 1325 763 1986 345 576 694 553 437 505
Constitutional Imagination,14/9/1982,4.925,14,610 557 1578 1747 1527 224 1883 1403 35 1968 1646 1043 1617 1445
Disk And The Aspect,8/12/1980,3.839,16,1184 833 221 158 673 1446 1582 1788 1745 679 49 1758 545 1639 1237 1675
Comply The Working,15/11/2005,7.547,7,573 1958 1507 256 1594 1279 1223
Spineless Tax,13/6/1974,4.953,5,1068 599 1124 1485 1089
Confusion And The Habit,11/9/1980,7.086,9,1858 904 290 498 266 1870 1871 1219 1820
Actor And The Doctor,8/8/1970,5.244,13,481 1955 956 1043 1689 550 149 101 366 1352 1324 630 137
Enigmatic Complex,12/2/1986,5.371,9,241 760 1315 689 1528 1136 1277 187 157
One And The Plastic,26/8/1994,8.118,3,966 315 1883
Challenge And The Cut,12/7/1989,5.229,3,299 583 305
Realise The Major,22/7/1977,6.107,13,1021 1369 1083 1100 1949 682 421 1537 1460 224 1465 1264 1203
Gawky Internet,30/9/1976,5.621,10,170 38 1080 1412 1496 484 1029 1873 1270 48
Studio And The Replacement,22/4/1980,6.009,2,701 1635
The Secretary,29/3/1977,4.778,7,508 1202 602 773 462 1703 1012
Hit The Hell,12/1/1984,7.099,3,397 1465 854
Tuneless Sad,20/1/1995,3.835,10,1628 1984 789 1880 206 332 241 167 1050 992
The Pattern,5/10/2017,4.068,11,683 1586 620 705 1244 105 180 1646 204 1331 1229
The Recipe,23/1/2017,6.483,11,1635 443 332 377 435 1333 714 1754 320 1483 1570
Efficiency And The Perspective,11/2/1974,2.582,2,13 1393
Baby And The Forever,30/5/1990,3.527,2,1737 562
The Question,15/9/1995,4.983,16,1682 750 320 825 993 1695 961 601 169 1700 1393 866 341 728 489 1367
Consist And The Status,4/8/1989,9.815,11,1323 170 1143 1150 17 148 1468 1964 1474 1844 1059
Application And The Length,5/4/2001,0.847,12,677 937 371 708 465 1696 1665 1733 384 1111 1518 1350
Animal And The Impact,29/6/2011,6.386,6,1705 551 1006 1328 757 681
Illustrious Unit,30/2/1975,8.113,6,1254 1451 179 1993 333 1629
Mythical Success,3/11/2003,7.690,12,976 935 771 28 1385 1591 477 76 1980 1044 933 1394
Surround The Juice,12/9/2014,1.934,2,976 1473
Grass And The Pace,22/6/1979,6.266,2,1258 374
Liable Page,7/7/1998,0.016,16,1869 1315 179 1178 1583 177 551 1969 1157 1729 1665 1705 327 1595 1464 1478
The Beer,2/7/2014,7.346,16,1340 1356 599 1745 1054 1754 1710 413 1994 1876 1507 336 1182 751 380 599
Hide And The Writer,9/1/1984,3.402,11,1441 1454 1789 97 1476 1722 1258 867 794 1439 971
The Senior,1/9/2016,7.299,14,1627 527 1609 1597 428 287 1365 1428 1489 808 1034 1345 918 365
Develop The Date,13/11/1979,7.460,10,1072 452 1604 93 1863 634 472 602 1840 1641
Dictate The Shame,22/4/1996,6.289,9,537 862 607 1121 84 1562 1732 884 1164
Recognition And The She,25/12/1972,8.081,16,985 589 569 56 582 653 661 1763 725 490 1402 401 1207 1672 1918 239
Sink The Shower,7/10/1996,8.249,4,1064 841 1640 661
Dismiss The Shift,9/6/1996,4.717,2,979 1531
The Grade,7/5/2000,6.415,4,463 634 391 1938
The Board,16/9/2007,6.772,12,1556 1891 725 739 57 1348 1962 1767 1574 997 273 1953
Resolute Great,6/11/2003,5.440,13,1124 298 449 1937 1441 179 1467 1593 121 1882 1222 1895 1125
Spend The Consist,17/7/1977,6.127,10,1125 1921 295 1479 1452 911 1549 305 219 825
Enchanted Perception,8/1/2003,3.909,3,1911 883 395
Make The Zone,13/8/1988,6.646,14,1533 623 1896 1863 1899 1397 1014 1036 525 1867 1037 453 887 484
Import The Paper,16/9/1986,3.190,9,1122 1882 1808 1921 147 526 503 576 1464
Substantiated Escape,30/6/1982,9.775,9,392 845 127 1994 1829 351 1601 1243 400
Patient And The Coach,19/10/2014,7.858,6,543 1465 1739 823 381 842
Yearly Collar,4/4/1983,6.092,4,1658 1785 1356 549
Blame And The Suspect,28/5/1979,5.300,6,1358 1377 1795 381 1392 1859
Utopian Shift,11/1/1984,5.020,9,1995 217 699 290 1348 1003 674 601 1360
Striking Employment,4/11/1993,4.648,5,328 1727 1573 1441 1402
Caring Roll,5/6/1985,3.686,8,1233 642 1857 344 926 1973 1798 1475
The Routine,7/3/2015,5.982,13,1604 1861 163 886 601 1112 1237 710 989 9 351 267 778
The Camp,19/8/1974,6.870,12,911 133 663 1617 690 741 729 579 1554 1521 566 1213
Name The Fact,19/2/2012,6.893,12,445 1598 1056 1498 334 975 1715 1073 870 598 540 586
Discredited Confusion,23/1/2016,7.353,5,254 1973 349 364 169
Hurt Interview,15/10/2003,4.057,15,979 635 1160 1445 1920 1710 71 1726 48 629 872 1932 1162 1906 531
Apartment And The Meaning,8/1/1976,1.810,16,88 1230 396 559 45 1042 540 1171 969 1110 1072 833 1502 692 270 786
The Salad,4/5/1972,7.554,9,1529 386 1939 1671 1671 1175 658 1966 1692
Occasion And The Reach,19/9/2002,6.849,11,1750 239 666 314 1127 1095 239 1406 799 543 264
Track The Stroke,17/1/1998,5.155,11,539 490 157 1892 972 235 1725 1736 436 1867 1425
Disparate Language,5/9/1976,3.576,13,446 917 1143 895 1330 1800 887 402 315 746 286 1338 695
International And The Menu,14/7/1984,5.038,15,1014 291 1489 1127 1651 136 92 991 633 282 1017 1273 1038 1808 536
The Savings,22/8/1986,8.370,3,659 1070 1433
Meaning And The Tower,29/8/2009,5.989,13,1460 261 1526 1018 1271 789 558 1834 1821 559 1753 1823 28
Land The Number,18/7/2006,6.132,12,1269 121 226 422 881 1951 1957 1300 1795 78 1811 1126
Vernacular Sense,8/7/1995,1.605,15,530 754 1896 1561 265 671 1902 152 676 1752 665 1323 671 792 82
Strengthen The Policy,13/4/1973,7.107,14,1965 1167 1722 1617 1974 620 1694 1491 552 896 877 1333 833 1298
Speak The Independent,30/12/2008,9.361,6,1292 294 68 152 1300 1525
Tired Today,18/8/2013,8.037,11,251 1509 327 1999 651 237 1609 13 117 50 1627
The Health,12/7/1985,3.482,5,784 254 645 704 172
Movie And The Exchange,11/11/1971,6.215,3,200 1781 1443
Spiteful Child,29/2/1986,1.498,14,1996 1609 1915 442 1372 1043 710 1399 232 1190 1405 1970 1881 162
The Disaster,1/9/1980,7.639,14,1672 1382 1231 32 1610 954 381 1589 837 1628 430 1732 1780 1913
Swear The User,2/5/1985,6.032,13,730 1844 991 586 327 1649 1215 954 1572 782 970 924 1690
Penalty And The Try,24/9/1971,6.225,15,1993 412 1012 1875 1038 154 1042 533 1389 1375 55 951 1008 955 997
Palatial Title,13/9/1999,5.223,15,756 1140 349 360 1779 1217 700 620 1321 1208 1962 918 1852 1725 1170
Bottom And The Passage,25/3/2014,6.102,3,1214 1603 297
Dead And The Coat,22/6/1997,2.718,11,1414 1035 1068 110 619 7 1559 1835 1126 1917 398
Hair And The Atmosphere,29/8/2010,6.607,3,1256 220 644
Bland Breakfast,14/10/2017,2.071,10,1227 526 49 227 1886 950 322 1317 50 1596
Office And The Garbage,13/11/2009,6.409,2,1782 135
Chest And The Escape,5/5/1997,5.304,9,1013 513 1990 589 1104 1210 1629 1684 1261
Plant And The Couple,27/7/1975,8.671,16,405 1794 1841 1588 506 1466 1876 1254 1617 1853 50 180 1389 214 1776 431
Reconsider The Travel,11/9/1995,9.019,9,1876 856 1943 856 748 1949 1328 527 1658
Explode The Boyfriend,27/9/1975,2.483,7,546 1561 1583 929 1517 1360 1106
Spell The Push,28/6/1994,3.868,9,1307 1217 1533 901 1035 894 1683 232 1710
The Nature,15/7/2008,4.452,6,1281 786 993 1102 1515 872
Feature And The Shoot,25/4/1982,5.808,5,954 1514 1085 1983 1677
Baseball And The Pack,23/8/2001,4.000,2,1148 590
Freedom And The Stable,14/12/2004,7.277,13,1226 557 207 1830 1882 64 1577 476 700 1508 1380 894 224
Flow The Transportation,17/9/2004,5.951,13,285 884 1863 1819 621 1772 1023 1571 1087 1240 531 1150 1127
Potential And The Knowledge,14/5/2016,5.905,4,818 948 796 1115
The Problem,29/10/1977,5.311,11,1716 1215 1257 488 170 136 1569 1786 435 284 1416
Disguise The Background,1/12/1979,5.829,3,1078 1612 1125
Increasing Revenue,10/5/1978,6.164,14,1405 1252 1895 777 318 1347 1389 785 143 758 299 1504 1411 612
Hurt The Kick,8/3/1981,5.776,13,1969 1413 1775 799 171 306 835 971 136 437 1583 821 291
Coast And The Mail,14/12/1971,5.515,2,1082 1276
The Model,12/2/1973,8.051,8,705 1704 1798 292 327 1220 1441 633
Timid Preference,17/11/1992,6.463,10,55 285 1080 302 1845 1415 1969 1045 82 800
The Weakness,25/1/1994,6.626,10,1936 1574 1365 24 1454 65 1461 853 1347 452
The Brother,2/8/1999,4.660,16,60 560 733 1981 665 1455 253 1652 1657 813 260 728 1550 55 1693 1338
Dead Growth,25/4/2003,6.690,9,1398 420 1403 897 1529 1655 305 1603 410
Take The Brown,19/9/1987,4.213,14,689 1916 21 993 72 1663 1268 1576 136 309 1541 1824 748 109
Stick The Mountain,1/8/2005,8.467,3,1455 425 1623
Cloudless Resist,11/3/2012,3.712,2,307 6
Female And The Foundation,5/11/1985,5.473,7,1103 1864 82 259 305 213 464
Wearisome Breakfast,30/9/2001,8.687,16,507 81 1394 192 350 477 983 198 1329 137 391 432 1464 440 1397 51
Program And The Sex,8/5/1986,4.156,6,517 1084 1377 1141 1670 1164
Cure The General,13/4/1974,5.945,10,1997 1458 1649 117 1524 1156 1012 568 824 690
Defensible Branch,29/6/1980,4.302,11,1444 1224 161 888 1229 530 231 1114 945 1402 385
Employer And The Author,19/3/1996,9.767,6,28 109 1922 1134 1952 1127
Ask And The Scheme,8/8/1972,7.617,8,259 530 1250 1215 1588 645 1161 1590
The Habit,8/6/1996,6.539,5,680 1585 1219 1096 814
Quit And The Wealth,10/11/1996,6.379,14,726 1276 1307 1583 270 766 520 104 1021 1487 1386 1968 1226 1001
The Stand,3/4/1971,6.124,2,1097 323
Cavernous Farmer,23/1/1987,6.271,9,69 1031 764 1695 1263 228 602 317 213
Subordinate Understanding,26/6/2004,8.594,5,1378 1028 702 415 384
Tick The Housing,8/10/1991,5.666,9,34 803 1063 849 1806 488 982 347 1182
The Joint,12/7/2012,5.337,5,144 1671 561 584 1042
Leather And The Exchange,17/3/2012,4.092,6,1217 1975 1498 655 1350 1121
The Partner,16/5/2007,7.227,14,814 1717 975 576 210 700 90 1549 1426 8 1528 1836 534 1577
The Historian,9/7/2003,7.128,13,37 546 761 1533 1259 255 1319 1716 1661 1237 1460 310 175
The Cancel,24/11/1976,4.221,2,1287 633
Subconscious Whole,12/10/1989,7.181,12,456 876 491 1466 1509 186 1916 369 448 1662 918 149
Ghastly Situation,26/9/2012,8.110,11,1004 210 558 1967 1696 1392 1338 1439 1814 1697 1839
Cottony Nurse,5/12/1972,7.358,11,401 43 1482 105 475 947 1504 1534 642 1983 796
The Information,17/9/1994,4.614,6,828 933 681 1554 1269 1589
The Fire,19/3/1999,7.720,11,924 237 1922 919 1670 1938 1026 101 36 1235 803
Pace And The Courage,2/4/1989,7.274,9,1562 1200 517 826 1884 89 519 1081 320
Sink The Coast,15/7/1979,3.122,4,1132 1374 1817 1905
Illuminating Hate,28/6/1989,5.123,7,1019 295 1629 509 1113 1490 1092
The Mood,2/9/1985,6.511,4,495 1296 1822 693
The Handle,24/3/1974,6.053,14,1954 1168 1362 311 1318 244 1898 451 1543 1870 1056 612 1531 77
Joyless Society,14/12/2013,5.485,5,1831 621 1131 903 1198
Subject And The Reality,22/6/1982,8.051,8,499 460 673 112 1917 1179 0 19
The Style,30/12/1993,8.493,12,1350 236 46 730 1530 1182 614 1303 1469 192 514 132
The Package,21/4/2003,3.736,8,936 1520 701 967 1949 1232 1446 738
The Usual,9/12/2013,7.641,2,939 211
Impression And The Opening,23/7/2007,6.613,3,1968 343 1405
Opaque Criticism,11/12/2017,5.421,13,1558 1231 758 463 812 28 167 1508 1245 1556 1423 635 378
Learn The Selection,20/5/1998,7.265,5,339 1105 1604 42 954
Several Past,24/6/2003,7.248,15,496 1993 1300 866 1149 329 330 1977 1046 80 883 331 1020 1799 77
Brave And The Chip,23/2/2007,4.094,11,771 1495 655 673 977 509 1633 779 816 1304 907
Impress And The Success,21/10/2001,3.707,5,1795 826 1568 1051 822
Highlight The Low,25/1/2013,3.076,13,216 1143 1175 688 166 437 243 60 178 123 130 1688 118
Background And The Delay,9/10/2006,7.946,16,666 1453 986 1332 596 1197 1637 1219 1722 1759 288 1330 461 1638 127 261
County And The Driver,19/2/1999,2.178,4,905 1013 1835 775
Comparison And The Silly,19/1/2007,8.263,7,1056 764 1328 236 637 588 361
Alterable Object,29/2/2003,6.390,10,1063 1006 1899 1290 1493 670 1270 374 243 592
Drowsy Trust,29/10/1992,6.119,5,212 1481 923 1811 528
Immature Sandwich,6/9/1986,6.254,4,1513 330 923 1740
Engine And The Dog,20/5/2013,6.599,2,1869 1722
The Future,9/12/1994,7.860,12,848 468 451 128 268 1186 1330 475 1285 1399 419 530
Borrow The Shape,26/1/2009,9.420,13,313 1880 408 275 843 503 363 923 772 876 992 1595 897
Style And The Sort,2/1/2015,4.907,6,384 1988 991 1420 1094 198
Sleepy Primary,30/3/1982,9.244,6,673 913 204 890 992 1696
Address And The Possession,14/4/2015,9.360,8,9 714 1352 366 1224 1897 1835 1299
Development And The Anybody,18/4/1973,3.787,3,1590 980 1491
Time And The Evening,6/7/2002,6.498,4,536 543 152 1122
Appear The Suck,13/4/2013,7.123,12,97 1188 906 1726 108 1119 863 1623 1258 733 705 264
Spend And The Conflict,10/8/1986,5.569,12,1805 1062 1640 37 1713 1062 412 525 415 601 1831 759
The Chart,6/4/2009,1.707,9,867 1231 1066 1083 847 268 251 1112 119
The Press,13/1/2011,7.891,2,203 252
Succeed The Ordinary,5/9/1970,3.727,12,1957 1689 1892 1964 276 297 174 799 251 1230 765 1745
Gene And The Brother,4/3/2005,7.515,9,241 994 52 493 628 859 222 1537 599
Choose The Unique,28/12/1997,5.869,11,154 1563 751 588 330 735 535 920 1689 443 1798
Impress The Rain,1/11/2001,6.226,7,1684 1667 915 648 1724 872 1100
Carpeted Item,15/2/1974,8.275,16,1499 645 1666 684 106 1340 1507 216 1327 1025 1003 373 420 1644 47 779
Officious Storm,28/2/1989,3.534,10,282 1052 10 751 880 1757 617 1791 862 825
The Addition,4/3/2002,4.367,12,1927 942 480 536 1768 783 1256 1346 514 1096 1473 1944
Service And The Great,30/2/2002,6.209,15,1678 446 763 554 1525 1930 1770 462 1241 1952 1896 426 824 833 364
Price The Stop,8/8/2015,6.449,14,1128 1478 1655 705 495 1188 1289 505 622 1316 1631 364 1849 1182
Logical Location,25/4/2002,5.841,12,927 300 360 1677 768 1235 1170 1920 1153 1325 1713 1456
The Refrigerator,14/6/1994,7.509,15,184 1507 195 1292 1330 245 558 859 764 325 1356 48 861 365 1727
Unencumbered Strength,19/5/2015,6.473,16,478 553 1555 243 262 548 1268 1384 1730 734 672 395 787 498 1919 1960
Indecent Fact,23/2/1985,4.616,4,1542 440 452 1666
The Insect,15/12/2005,4.024,11,1705 643 803 1131 1837 1639 822 1135 1783 1803 984
Incapable Significance,6/2/2006,4.687,13,779 1382 62 1611 200 516 310 1646 590 1031 187 1396 1951
Convince The Web,9/11/2002,4.428,5,770 1968 33 1536 1852
Director And The Tone,17/3/1978,5.830,5,80 1826 554 1998 1675
The Cause,8/8/2010,4.531,16,25 1188 1727 1494 153 188 1394 801 1459 749 1916 115 1891 1430 199 616
Reciprocal Medicine,23/2/1978,4.666,16,972 15 1824 1373 39 1599 1032 1469 1902 914 189 1186 1457 1914 1471 36
Proof And The Speed,19/9/1980,6.362,11,351 1486 1913 1694 1552 536 137 1246 1844 433 44
Review The Blue,5/9/1978,6.719,10,439 1289 1889 10 1837 1371 1998 1412 1968 1510
Disloyal Childhood,24/8/1984,6.091,10,1119 39 916 1098 549 675 761 1920 896 740
Kid And The Familiar,17/10/2008,7.645,5,1213 223 940 686 587
The Big,7/3/2008,5.201,11,968 689 1868 141 243 358 957 549 833 421 34
Stop And The Dead,11/1/1987,8.477,14,1682 270 944 4 1387 65 1935 310 1896 1692 1733 305 32 337
Trainer And The Shot,21/6/2010,4.769,6,692 471 120 599 1346 1528
Street Professor,17/7/1975,6.645,14,1095 237 202 902 190 1804 1629 1372 926 35 682 1312 1227 1881
Nonverbal Leadership,6/9/2005,7.070,2,1841 1513
Garden And The Employment,30/9/1990,9.889,8,1141 551 720 1908 796 1175 1182 674
The Independent,27/2/1986,5.514,9,1534 1051 1737 1556 1169 1854 553 797 1804
Later Change,11/1/1993,8.693,16,1161 342 1357 34 730 1035 361 704 1675 1050 926 1318 1384 777 1004 1632
Excitement And The Teacher,30/10/1990,5.635,14,1358 1287 729 831 1453 1186 1830 832 1249 375 1850 511 870 1118
Guard The Importance,5/2/2001,4.291,13,455 1651 501 1065 675 1943 1320 859 1643 1442 1372 1438 1921
Do The Opportunity,4/7/2002,6.057,16,1753 1416 1561 710 1006 1165 495 1098 756 643 850 1970 664 949 704 406
Bedazzling Profession,17/6/2012,5.544,12,298 88 1224 1086 972 1900 1167 321 1531 284 1743 163
It And The Court,29/8/1970,5.419,8,1794 122 1963 1386 978 733 1480 19
Protect The Importance,24/4/1995,6.212,8,1148 736 362 391 1709 1415 1498 1948
Ensure The Wake,20/7/2003,4.963,12,1136 1224 1621 1668 1167 211 74 749 572 315 1420 973
Echo The Husband,17/10/2017,7.076,2,1820 538
Multiply The Grade,12/8/1994,4.718,6,1256 462 269 734 802 1089
The Monitor,28/9/1998,3.462,16,351 1312 705 1233 825 858 173 1295 241 150 1708 1630 27 1336 1616 1727
Implicit Freedom,16/10/1987,4.882,10,876 411 1527 187 1649 1373 194 421 519 1107
The Drunk,13/5/2015,5.330,8,1038 1429 1036 1185 1039 1006 1159 110
Drop And The Stress,27/7/1978,5.122,4,993 224 1694 836
Account And The Discount,1/11/2015,4.973,10,403 1778 789 425 1632 900 1596 1355 122 1324
Relax The Hat,11/3/1973,7.472,16,1251 884 1717 1280 1158 98 1997 287 1706 1442 1385 1148 1952 188 461 251
Tense Candy,23/8/1982,6.447,11,525 1717 1073 849 1400 895 1141 1759 1102 1915 981
Teach And The Demand,1/11/1995,3.783,3,1805 1146 1351
Abandoned Father,6/5/2017,5.507,15,1660 1141 619 467 1393 105 282 392 1322 1446 815 1499 482 1657 1537
Cell And The Light,11/3/1990,8.352,4,1781 994 1840 1111
Fastidious Church,23/4/1979,2.005,10,299 39 778 814 673 294 545 545 1435 556
Short Muscle,1/1/1977,4.416,6,808 1913 299 1227 472 8
